ELSI Export

National Center for Education Statistics - http://nces.ed.gov/ccd/elsi/

This is a Public School based table with the following filters applied: State(s) (All Years): TEXAS

School Name,State Name [Public School] Latest available year,School ID - NCES Assigned [Public School] Latest available year,County Number [Public School] 2017-18,County Name [Public School] 2017-18,School Type [Public School] 2017-18,School-wide Title I [Public School] 2017-18,Title I Eligible School [Public School] 2017-18,Title I School Status [Public School] 2017-18,State School ID [Public School] 2017-18,State Agency ID [Public School] 2017-18,Virtual School Status (SY 2016-17 onward) [Public School] 2017-18,National School Lunch Program [Public School] 2017-18,Total Students All Grades (Excludes AE) [Public School] 2017-18,Free Lunch Eligible [Public School] 2017-18,Reduced-price Lunch Eligible Students [Public School] 2017-18,Free and Reduced Lunch Students [Public School] 2017-18,Grades 1-8 Students [Public School] 2017-18,Grades 9-12 Students [Public School] 2017-18,Prekindergarten Students [Public School] 2017-18,Kindergarten Students [Public School] 2017-18,Grade 1 Students [Public School] 2017-18,Grade 2 Students [Public School] 2017-18,Grade 3 Students [Public School] 2017-18,Grade 4 Students [Public School] 2017-18,Grade 5 Students [Public School] 2017-18,Grade 6 Students [Public School] 2017-18,Grade 7 Students [Public School] 2017-18,Grade 8 Students [Public School] 2017-18,Grade 9 Students [Public School] 2017-18,Grade 10 Students [Public School] 2017-18,Grade 11 Students [Public School] 2017-18,Grade 12 Students [Public School] 2017-18,Male Students [Public School] 2017-18,Female Students [Public School] 2017-18,American Indian/Alaska Native Students [Public School] 2017-18,Asian or Asian/Pacific Islander Students [Public School] 2017-18,Hispanic Students [Public School] 2017-18,Black or African American Students [Public School] 2017-18,White Students [Public School] 2017-18,Nat. Hawaiian or Other Pacific Isl. Students [Public School] 2017-18,Two or More Races Students [Public School] 2017-18,Total Race/Ethnicity [Public School] 2017-18,Full-Time Equivalent (FTE) Teachers [Public School] 2017-18
WOOTEN EL,Texas,480894000367,48453,Travis County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-227901-227901144,TX-227901,NOTVIRTUAL,Yes participating without using any Provision or the CEO,503,445,19,464,370,†,64,69,87,54,96,67,66,†,†,†,†,†,†,†,269,234,1,3,446,31,20,="0",2,503,39.41
WORKMAN J H,Texas,480870005846,48439,Tarrant County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-220901-220901050,TX-220901,NOTVIRTUAL,Yes participating without using any Provision or the CEO,1501,1201,103,1304,1501,†,†,†,†,†,†,†,†,†,752,749,†,†,†,†,775,726,="0",89,927,370,93,4,18,1501,96.27
WORLD LANGUAGES INSTITUTE,Texas,481970012991,48439,Tarrant County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-220905-220905084,TX-220905,NOTVIRTUAL,Yes participating without using any Provision or the CEO,319,211,40,251,244,75,†,†,†,†,†,†,†,88,79,77,61,14,†,†,119,200,="0",="0",282,14,21,="0",2,319,25.04
WORSHAM EL,Texas,480771000079,48201,Harris County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-101902-101902110,TX-101902,NOTVIRTUAL,Yes participating without using any Provision or the CEO,868,767,58,825,724,†,†,144,175,167,189,193,†,†,†,†,†,†,†,†,417,451,3,="0",843,10,12,="0",="0",868,53.26
WORTH HEIGHTS EL,Texas,481970001934,48439,Tarrant County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-220905-220905184,TX-220905,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),645,531,52,583,481,†,83,81,82,93,103,95,108,†,†,†,†,†,†,†,323,322,="0",2,623,4,15,="0",1,645,37.10
WORTHAM DAEP,Texas,484647010676,48161,Freestone County,4-Alternative/other school,†,†,†,TX-081905-081905004,TX-081905,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,="0",†
WORTHAM EL,Texas,484647005289,48161,Freestone County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-081905-081905102,TX-081905,NOTVIRTUAL,Yes participating without using any Provision or the CEO,255,153,14,167,198,†,23,34,40,35,41,40,42,†,†,†,†,†,†,†,131,124,="0",="0",50,37,164,1,3,255,16.77
WORTHAM H S,Texas,484647005290,48161,Freestone County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-081905-081905002,TX-081905,NOTVIRTUAL,Yes participating without using any Provision or the CEO,151,52,12,64,†,151,†,†,†,†,†,†,†,†,†,†,35,36,43,37,87,64,1,2,19,14,115,="0",="0",151,15.76
WORTHAM MIDDLE,Texas,484647007287,48161,Freestone County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-081905-081905041,TX-081905,NOTVIRTUAL,Yes participating without using any Provision or the CEO,104,46,12,58,104,†,†,†,†,†,†,†,†,40,36,28,†,†,†,†,58,46,1,="0",20,19,62,="0",2,104,6.14
WORTHAM OAKS EL,TEXAS,482499013564,48029,Bexar County,1-Regular school,†,†,†,TX-015916-015916124,TX-015916,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,="0",†
WORTHING H S,Texas,482364002619,48201,Harris County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-101912-101912019,TX-101912,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),851,613,7,620,†,851,†,†,†,†,†,†,†,†,†,†,295,226,147,183,439,412,="0",4,155,680,9,="0",3,851,51.12
WRIGHT EL,Texas,484480005098,48367,Parker County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-184903-184903103,TX-184903,NOTVIRTUAL,Yes participating without using any Provision or the CEO,544,265,39,304,442,†,24,78,71,82,82,98,109,†,†,†,†,†,†,†,265,279,3,3,196,7,326,="0",9,544,40.26
WRIGHT EL,Texas,482247002272,48029,Bexar County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-015904-015904114,TX-015904,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),518,472,="0",472,402,†,58,58,78,73,81,88,82,†,†,†,†,†,†,†,267,251,="0",="0",509,1,7,="0",1,518,35.30
WRIGHT EL,Texas,482850010942,48303,Lubbock County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-152901-152901191,TX-152901,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),229,203,2,205,180,†,21,28,35,39,37,31,38,†,†,†,†,†,†,†,117,112,2,="0",192,6,26,="0",3,229,15.78
WUNDERLICH INT,Texas,482574002907,48201,Harris County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-101915-101915043,TX-101915,NOTVIRTUAL,Yes participating without using any Provision or the CEO,1620,964,136,1100,1620,="0",†,†,†,†,†,†,†,536,546,538,="0",†,†,†,809,811,10,152,961,381,85,4,27,1620,114.95
WYATT EL,Texas,483510008736,48085,Collin County,1-Regular school,†,2-No,6-Not a Title I school,TX-043910-043910144,TX-043910,NOTVIRTUAL,Yes participating without using any Provision or the CEO,477,26,4,30,427,†,†,50,67,88,91,95,86,†,†,†,†,†,†,†,237,240,2,259,51,19,125,="0",21,477,36.29
WYLIE EAST EL,TEXAS,484650013623,48441,Taylor County,1-Regular school,†,†,†,TX-221912-221912108,TX-221912,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,="0",†
WYLIE EAST H S,Texas,484653011511,48085,Collin County,1-Regular school,2-No,1-Yes,1-Title I targeted assistance eligible school-No program,TX-043914-043914003,TX-043914,NOTVIRTUAL,Yes participating without using any Provision or the CEO,1846,335,129,464,†,1846,†,†,†,†,†,†,†,†,†,†,507,472,468,399,922,924,16,98,485,223,974,6,44,1846,120.28
WYLIE H S,Texas,484650005293,48441,Taylor County,1-Regular school,†,2-No,6-Not a Title I school,TX-221912-221912001,TX-221912,NOTVIRTUAL,No,1164,79,38,117,†,1164,†,†,†,†,†,†,†,†,†,†,347,312,271,234,577,587,7,37,178,41,858,4,39,1164,80.39
WYLIE H S,Texas,484653005295,48085,Collin County,1-Regular school,†,2-No,6-Not a Title I school,TX-043914-043914001,TX-043914,NOTVIRTUAL,Yes participating without using any Provision or the CEO,2428,382,126,508,†,2428,†,†,†,†,†,†,†,†,†,†,685,652,600,491,1213,1215,8,305,469,408,1170,7,61,2428,146.09
WYLIE MIDDLE,Texas,484650013024,48441,Taylor County,1-Regular school,2-No,1-Yes,1-Title I targeted assistance eligible school-No program,TX-221912-221912107,TX-221912,NOTVIRTUAL,No,678,80,32,112,678,†,†,†,†,†,†,†,328,350,†,†,†,†,†,†,338,340,3,14,110,26,503,="0",22,678,39.13
WYLIE WEST EARLY CHILDHOOD CENTER,Texas,484650011890,48441,Taylor County,1-Regular school,2-No,1-Yes,2-Title I targeted assistance school,TX-221912-221912106,TX-221912,NOTVIRTUAL,Yes participating without using any Provision or the CEO,495,90,27,117,†,†,134,361,†,†,†,†,†,†,†,†,†,†,†,†,261,234,="0",15,115,18,311,3,33,495,29.12
WYLIE WEST EL,Texas,484650005292,48441,Taylor County,1-Regular school,2-No,1-Yes,2-Title I targeted assistance school,TX-221912-221912101,TX-221912,NOTVIRTUAL,Yes participating without using any Provision or the CEO,698,91,23,114,698,†,†,†,353,345,†,†,†,†,†,†,†,†,†,†,362,336,1,15,134,26,486,3,33,698,43.49
WYLIE WEST INT,Texas,484650006926,48441,Taylor County,1-Regular school,2-No,1-Yes,1-Title I targeted assistance eligible school-No program,TX-221912-221912103,TX-221912,NOTVIRTUAL,Yes participating without using any Provision or the CEO,692,102,35,137,692,†,†,†,†,†,332,360,†,†,†,†,†,†,†,†,373,319,3,12,135,27,487,2,26,692,41.77
WYLIE WEST J H,Texas,484650005826,48441,Taylor County,1-Regular school,†,2-No,6-Not a Title I school,TX-221912-221912041,TX-221912,NOTVIRTUAL,No,686,88,26,114,686,†,†,†,†,†,†,†,†,†,362,324,†,†,†,†,362,324,="0",20,128,26,497,="0",15,686,43.32
WYNN SEALE METROPOLITAN SCHOOL OF DESIGN,Texas,481527001047,48355,Nueces County,1-Regular school,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,TX-178904-178904107,TX-178904,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),608,481,="0",481,531,†,†,77,81,88,87,88,94,93,†,†,†,†,†,†,287,321,="0",="0",506,21,78,1,2,608,35.62
X I T SECONDARY SCHOOL,Texas,481620007237,48111,Dallam County,4-Alternative/other school,†,†,†,TX-056901-056901002,TX-056901,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,="0",†
XENIA VOIGT EL,Texas,483808004258,48491,Williamson County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-246909-246909106,TX-246909,NOTVIRTUAL,Yes participating without using any Provision or the CEO,539,335,57,392,422,†,56,61,92,64,91,81,94,†,†,†,†,†,†,†,269,270,4,3,393,44,87,="0",8,539,52.27
YALE EL,Texas,483702004167,48113,Dallas County,1-Regular school,2-No,1-Yes,1-Title I targeted assistance eligible school-No program,TX-057916-057916131,TX-057916,NOTVIRTUAL,Yes participating without using any Provision or the CEO,427,130,23,153,363,†,†,64,65,66,60,64,55,53,†,†,†,†,†,†,208,219,1,48,77,63,218,1,19,427,28.26
YANTIS EL,Texas,484659009578,48499,Wood County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-250905-250905101,TX-250905,NOTVIRTUAL,Yes participating without using any Provision or the CEO,205,113,24,137,153,†,20,32,26,31,30,39,27,†,†,†,†,†,†,†,105,100,1,="0",63,="0",139,="0",2,205,13.63
YANTIS SCHOOL,Texas,484659005298,48499,Wood County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-250905-250905001,TX-250905,NOTVIRTUAL,Yes participating without using any Provision or the CEO,189,93,17,110,91,98,†,†,†,†,†,†,†,31,36,24,26,26,26,20,99,90,2,="0",38,="0",140,="0",9,189,15.37
YATES H S,Texas,482364002620,48201,Harris County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-101912-101912020,TX-101912,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),814,620,17,637,†,814,†,†,†,†,†,†,†,†,†,†,284,194,179,157,401,413,2,="0",88,714,6,="0",4,814,52.82
YEAGER EL,Texas,481611001193,48201,Harris County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-101907-101907109,TX-101907,NOTVIRTUAL,Yes participating without using any Provision or the CEO,1015,558,52,610,776,†,82,157,141,152,156,182,145,†,†,†,†,†,†,†,504,511,5,45,515,221,189,1,39,1015,57.80
YEAGER EL,Texas,481527001095,48355,Nueces County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-178904-178904141,TX-178904,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),323,277,="0",277,244,†,37,42,61,42,38,55,48,†,†,†,†,†,†,†,172,151,="0",3,265,13,37,="0",5,323,22.42
YELLOWSTONE COLLEGE PREPARATORY,TEXAS,480146313629,48201,Harris County,1-Regular school,†,†,†,TX-101873-101873001,TX-101873,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,="0",†
YES PREP - 5TH WARD,Texas,480020912693,48201,Harris County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-101845-101845008,TX-101845,NOTVIRTUAL,Yes participating without using any Provision or the CEO,895,349,15,364,443,452,†,†,†,†,†,†,†,148,152,143,136,121,108,87,432,463,2,="0",844,46,3,="0",="0",895,62.50
YES PREP - BRAYS OAKS,Texas,480020912326,48201,Harris County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-101845-101845006,TX-101845,NOTVIRTUAL,Yes participating without using any Provision or the CEO,943,408,27,435,479,464,†,†,†,†,†,†,†,160,160,159,145,110,118,91,453,490,3,17,760,150,12,="0",1,943,62.38
YES PREP - EAST END,Texas,480020911415,48201,Harris County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-101845-101845003,TX-101845,NOTVIRTUAL,Yes participating without using any Provision or the CEO,952,359,27,386,464,488,†,†,†,†,†,†,†,155,155,154,139,123,118,108,465,487,1,="0",923,10,14,="0",4,952,55.15
YES PREP - GULFTON,Texas,480020911822,48201,Harris County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-101845-101845004,TX-101845,NOTVIRTUAL,Yes participating without using any Provision or the CEO,1080,817,55,872,494,586,†,†,†,†,†,†,†,165,165,164,170,148,159,109,526,554,5,39,973,38,23,1,1,1080,62.42
YES PREP - NORTH CENTRAL,Texas,480020909503,48201,Harris County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-101845-101845101,TX-101845,NOTVIRTUAL,Yes participating without using any Provision or the CEO,975,372,71,443,437,538,†,†,†,†,†,†,†,139,147,151,141,134,133,130,466,509,15,5,923,16,16,="0",="0",975,59.20
YES PREP - NORTHLINE,TEXAS,480020913603,48201,Harris County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-101845-101845012,TX-101845,NOTVIRTUAL,Yes participating without using any Provision or the CEO,149,56,9,65,149,†,†,†,†,†,†,†,†,149,†,†,†,†,†,†,73,76,1,1,138,3,5,="0",1,149,7.69
YES PREP - NORTHSIDE,Texas,480020912692,48201,Harris County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-101845-101845007,TX-101845,NOTVIRTUAL,Yes participating without using any Provision or the CEO,916,414,21,435,443,473,†,†,†,†,†,†,†,154,152,137,152,123,108,90,453,463,="0",1,830,73,11,="0",1,916,56.79
YES PREP - SOUTHEAST,Texas,480020908803,48201,Harris County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-101845-101845001,TX-101845,NOTVIRTUAL,Yes participating without using any Provision or the CEO,997,319,66,385,443,554,†,†,†,†,†,†,†,135,152,156,152,144,128,130,451,546,7,2,951,20,16,="0",1,997,62.88
YES PREP - SOUTHSIDE,TEXAS,480020913206,48201,Harris County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-101845-101845011,TX-101845,NOTVIRTUAL,Yes participating without using any Provision or the CEO,628,365,12,377,628,†,†,†,†,†,†,†,†,154,251,223,†,†,†,†,295,333,6,3,253,360,3,="0",3,628,41.79
YES PREP - SOUTHWEST,Texas,480020910714,48201,Harris County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-101845-101845002,TX-101845,NOTVIRTUAL,Yes participating without using any Provision or the CEO,925,526,52,578,399,526,†,†,†,†,†,†,†,120,133,146,142,134,135,115,453,472,3,="0",855,65,2,="0",="0",925,64.33
YES PREP - WEST,Texas,480020912401,48201,Harris County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-101845-101845005,TX-101845,NOTVIRTUAL,Yes participating without using any Provision or the CEO,864,364,48,412,404,460,†,†,†,†,†,†,†,127,129,148,125,122,107,106,420,444,12,50,690,91,20,="0",1,864,49.36
YES PREP - WHITE OAK,Texas,480020912924,48201,Harris County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-101845-101845009,TX-101845,NOTVIRTUAL,Yes participating without using any Provision or the CEO,668,344,42,386,450,218,†,†,†,†,†,†,†,154,146,150,110,108,†,†,346,322,2,1,564,88,13,="0",="0",668,40.62
YES PREP NORTH FOREST,Texas,480020912959,48201,Harris County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-101845-101845010,TX-101845,NOTVIRTUAL,Yes participating without using any Provision or the CEO,903,455,38,493,455,448,†,†,†,†,†,†,†,145,170,140,153,112,98,85,444,459,6,2,705,173,10,="0",7,903,46.78
YMLA AT JOHN F KENNEDY MIDDLE,Texas,482142012691,48113,Dallas County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-057910-057910052,TX-057910,NOTVIRTUAL,Yes participating without using any Provision or the CEO,745,555,70,625,745,="0",†,†,†,†,†,†,†,235,252,258,="0",†,†,†,744,1,="0",12,594,88,45,="0",6,745,54.65
YNES B ESCOBAR EL,Texas,483774007428,48427,Starr County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-214903-214903101,TX-214903,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),432,394,="0",394,325,†,49,58,66,82,58,61,58,†,†,†,†,†,†,†,230,202,="0",="0",431,="0",1,="0",="0",432,32.94
YOAKUM H S,Texas,484662005299,48123,DeWitt County,1-Regular school,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,TX-062903-062903001,TX-062903,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),499,330,="0",330,†,499,†,†,†,†,†,†,†,†,†,†,142,118,124,115,260,239,="0",3,274,53,165,="0",4,499,47.23
YOAKUM INT,Texas,484662005300,48123,DeWitt County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-062903-062903102,TX-062903,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),353,298,="0",298,353,†,†,†,†,†,126,119,108,†,†,†,†,†,†,†,193,160,="0",="0",238,25,88,="0",2,353,34.58
YOAKUM J H,Texas,484662005301,48123,DeWitt County,1-Regular school,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,TX-062903-062903041,TX-062903,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),353,295,="0",295,353,†,†,†,†,†,†,†,†,116,128,109,†,†,†,†,190,163,="0",1,243,25,83,="0",1,353,36.07
YOAKUM PRI,Texas,484662005302,48123,DeWitt County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-062903-062903103,TX-062903,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),412,358,="0",358,215,†,93,104,100,115,†,†,†,†,†,†,†,†,†,†,218,194,="0",1,285,26,91,="0",9,412,32.20
YORK J H,Texas,481500006081,48339,Montgomery County,1-Regular school,†,2-No,6-Not a Title I school,TX-170902-170902049,TX-170902,NOTVIRTUAL,Yes participating without using any Provision or the CEO,1379,195,51,246,1379,†,†,†,†,†,†,†,†,†,697,682,†,†,†,†,684,695,4,67,344,153,760,5,46,1379,74.24
YORKTOWN EL,Texas,484665005305,48123,DeWitt County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-062904-062904102,TX-062904,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),259,162,="0",162,189,†,31,39,33,48,40,31,37,†,†,†,†,†,†,†,141,118,="0",="0",132,7,115,="0",5,259,17.03
YORKTOWN H S,Texas,484665005303,48123,DeWitt County,1-Regular school,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,TX-062904-062904001,TX-062904,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),165,103,="0",103,†,165,†,†,†,†,†,†,†,†,†,†,41,41,40,43,83,82,="0",="0",81,3,79,="0",2,165,16.13
YORKTOWN J H,Texas,484665005304,48123,DeWitt County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-062904-062904041,TX-062904,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),111,76,="0",76,111,†,†,†,†,†,†,†,†,31,43,37,†,†,†,†,57,54,="0",="0",64,2,44,="0",1,111,10.64
YOUENS EL,Texas,480783000115,48201,Harris County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-101903-101903101,TX-101903,NOTVIRTUAL,Yes participating without using any Provision or the CEO,916,745,56,801,676,†,113,127,157,174,163,150,32,†,†,†,†,†,†,†,495,421,7,80,645,143,41,="0",="0",916,70.39
YOUNG EL,Texas,481650012615,48497,Wise County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-249905-249905104,TX-249905,NOTVIRTUAL,Yes participating without using any Provision or the CEO,520,253,58,311,382,†,65,73,68,73,78,85,78,†,†,†,†,†,†,†,274,246,6,6,161,7,327,="0",13,520,29.86
YOUNG EL,Texas,482364002595,48201,Harris County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-101912-101912247,TX-101912,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),297,264,3,267,223,†,36,38,42,44,47,43,47,†,†,†,†,†,†,†,167,130,1,="0",41,247,3,="0",5,297,23.00
YOUNG EL,Texas,483432005569,48201,Harris County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-101917-101917130,TX-101917,NOTVIRTUAL,Yes participating without using any Provision or the CEO,606,500,22,522,462,†,57,87,131,108,111,112,†,†,†,†,†,†,†,†,323,283,="0",3,521,37,43,1,1,606,43.00
YOUNG EL,Texas,483975004518,48165,Gaines County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-083903-083903103,TX-083903,NOTVIRTUAL,Yes participating without using any Provision or the CEO,551,281,61,342,213,†,122,216,213,†,†,†,†,†,†,†,†,†,†,†,283,268,2,5,253,2,285,1,3,551,39.94
YOUNG J H,Texas,480870005392,48439,Tarrant County,1-Regular school,†,2-No,6-Not a Title I school,TX-220901-220901049,TX-220901,NOTVIRTUAL,Yes participating without using any Provision or the CEO,850,243,49,292,850,†,†,†,†,†,†,†,†,†,421,429,†,†,†,†,448,402,3,53,193,134,442,="0",25,850,62.54
